item_id,tags,locale,region,tier,traits,content_summary
item_00a9c9438c18488b,"Restaurants, Chicken Wings, Cheesesteaks, Pizza",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=False,"Best I've had in a very long time. Wings are also very good. Delivery was quick. I'll be ordering here again for sure. | So I haven't had a cheesesteak in a long while, and on the way home, this was pretty much the last place I passed before getting on the road. Big mistake. I or | Good but wouldnt say great food. This is a neighborhood favorite place, so expect crowds especially on Friday nights. was good, could be a little more cri"
item_00a9faa1e54a7ab8,"Windshield Installation & Repair, Body Shops, Auto Glass Services, Automotive",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"I'm certainly happy that they come to you or you can go to the shop. The techs that came out were SUPER nice. Problem was with communication. They sent 3 differ | I'm giving 5 stars because as far as the work they did, it was great. They got me in and out of there in about 75 mins, for a windshield replacement. Not bad at | I had a appointment for Saturday 29. They text me and sent emails to me numerous times letting me know the glass was in and appointment was good, and that Micha"
item_00ab9e9072b9aee7,"Restaurants, American (Traditional), American (New)",Philadelphia,PA,3,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False;WiFi=u'no';BikeParking=True,"What a new gem!! The drinks are perfect, the ambience is perfect, and the staff is friendly and helpful. I had dinner once and the burger and fried chicken were | My girl friend and I went to the after the kitchen was closed, so only we could eat(drink) was drinks. The servers were so nice to us. Howe | One of my favorite new places in Headhouse Square and the city. The food and drinks are exquisite. Also, the ambiance at both the bar and peripheral seating f"
item_00affd42bacd2e88,"Food, Grocery",Tucson,AZ,1,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;BikeParking=False,"I went here with my dad. The store was basically clean. Well stocked but I couldn't even talk to him the music was so blasting loud. I'm not exaggerating at all | One of the nicest cashiers I have met was the reason I am writing this review. Usually I don't write a review of a grocery store but he was so nice and helpful | Southside grocery shopping does not get any better than this ! Where else can you get limes, steaks, tequila and green onions...And then stop in the D"
item_00b290069f98e4f8,"Restaurants, Chinese",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=False;GoodForKids=True,"I agree the decor is not that great but when I was visiting in Philly wal through the town section I decided to check this place out. Typical chinese | I was lured into this restaurant by its promise of Szechuan food, and I left disappointed. The menu almost completely lacks descriptions, and after some delibe | The decor isn't too glamorous, but the friendly people and great food more than make up for it. I ordered pretty basic stuff-- chicken with broccoli, friend ri"
item_00b69e5e3a0fb8c6,"Apartments, Home Services, Real Estate",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"We just stayed there for 6 weeks. We found it well-managed, well-furnished, with the management always cheerfully helpful, prompt, and competent. (The complaint | My boyfriend and I moved in not too long ago and this place is super beautiful. I love having the Starbucks coffee. The office staff is always very friendly a | I have been living here with my boyfriend for over two years. This place is obviously beautiful...beautiful pool and great modern and new apartments. This place"
item_00c1e02193547350,"Parks, Amateur Sports Teams, Tennis, Active Life, Playgrounds",Philadelphia,PA,-1,GoodForKids=True;BikeParking=True,"best place in philly to hike/run! great views, good vibes. if you love being by the water, this is for you. also love the dog s! two separate ones - | If this wasn't so close to railroad tracks, and highways overhangs, I'd be surprised that not too many people know about it. but despite it's location Schu | My absolute favorite spot on the city to run. There is a paved path with different access points to and enter and exit from center city all with amazing view"
item_00c6756141ce6280,"Fashion, Department Stores, Used, Vintage & Consignment, Shopping, Thrift Stores, Local Services, Community Service/Non-Profit",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;BikeParking=True,"LOVED this shop. The store is HUGE for one, so make sure you have plenty of time if you want to be thorough. They have a room for clothes that are $1, | Back from another great trip to Bainbridge! Found a handful of great books, some $1 jeans for my sister, plus a cute purple shrug that looks like a belly danci | A fav place of mine. They have everything one could think of & they're there for a good cause. They have staff as well as volunteers - each and every five hund"
item_00c897cd64f404bc,"Southern, Restaurants, Sandwiches, Salad, Cafes, Food, Juice Bars & Smoothies",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free';BikeParking=True,"Please note: this is located where Alla Spina used to be! I thought this place was great. Zero complaints! None! And I complain about everything. I ordere | Love the new location and so glad they've expanded the menu. Great ambiance, spacious, and conveniently located. I probably dine here or order take out at least | Hey guys I decided to stop at and grab a quick bite, and I've been here 2 hours because the vibe is so fantastic and the food was too. I had the brus"
item_00d526ec2516d6bd,"Beauty & Spas, Hair Salons",Tampa,FL,1,BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,Still going here after 2 years. Suzanne is the best and will continue to go back! She takes care of me every time and always goes out of her way to make sure my | I have been here a few times and always had service and a cut. Checking in online is super easy and cuts down my wait time to almost nothing. I do h | I got myself to this location when they opened at 9am. Had some difficulty when asking for the cut I wanted (a dry trim for the most part) and was transferred t
item_00d54b1f6923e0d7,"Sandwiches, Juice Bars & Smoothies, Restaurants, Food, Fast Food, Desserts",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi='free';BikeParking=True,"s is the best sandwich shop around, hands down. Our only complaint about this location is the young staff played a little too much ""grab-ass"" in the back a | I live close by and have never had any problems here. The sandwiches are the best as well as the s. | I absolutely love this place. This really reminds me of home. Every time I am in town I must eat here. The ranch is awesome and made by them. It is like a bett"
item_00d7beea49d5cb84,"Themed Cafes, Desserts, Cafes, Restaurants, Food",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"Worth stopping and giving it a try! Won't be disappointed! The bread is made in-house and the is too! | The s are on par with s from Australia and other foreign locations. They are absolutely pass delicious and stunningly beautiful. On my | treats and coffee. Shop just opened up, I'll write more when I get a chance. Would like to try more of the goodies they have to offer."
item_00d99de4471d6f61,"Education, Colleges & Universities",Tucson,AZ,-1,,"I've been at U of A se past four years, and I'm glad to say that I'm finishing my final class (go class of 2017!). I'm from out-of-state, so living in Tu | This location is an office for USGS and many U of A natural sciences projects. It's kind of hidden by a new apartment building being built. parking lot is s | Officially, this is my Daughter's first day of School as a @UofA Wildcat. She's gonna go far here; I can feel it. #Winning #BearDown #EllerReady #EllerExperienc"
item_00dfd597e7ab07a7,"Health & Medical, Skin Care, Beauty & Spas, Day Spas, Hair Removal, Medical Spas",Tucson,AZ,3,BusinessAcceptsCreditCards=True;WiFi=u'free';BikeParking=True,"I've tried three different laser hair removal s in Tucson, and has the best facilities and produced by FAR the best results. The building is beau | I am definitely not a spa person. There. That part is out of the way. :) I get three or four pedicures a year, have had three facials in my life, moisturize | I met Jenny the other day. She was so sweet and really honest. I have done sooo many treatments prior to coming here and I never had results and I'd rather some"
item_00e26dd5834ec189,"Specialty Food, Grocery, Beer, Wine & Spirits, Meat Shops, Delis, Event Planning & Services, Food, Caterers, Pizza, Restaurants",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True,"This place is absolutely disgusting. I used to get sandwiches here and enjoyed the lunch buffet but now I am even afraid to consume packaged goods that have sp | I love 's. I found this place by accident a few years ago, and have continuously returned for meat and authentic . While some of their pr | closed.....closed.....closed try cacciatores on armenia or hanley....or mazzaro in st. pete"
